Month,Day of the month,Hour of the day,Day of the week,Outdoor air dry bulb temperature,Outdoor air dew point temperature,Electrical load 1 hour ago,Electrical load 2 hour ago,Electrical load 3 hour ago,Electrical load 4 hour ago,Electrical load 5 hour ago,Electrical load 6 hour ago,Electrical load 7 hour ago,Electrical load 8 hour ago,Electrical load 9 hour ago,Electrical load 10 hour ago,Electrical load 11 hour ago,Electrical load 12 hour ago,Electrical load 13 hour ago,Electrical load 14 hour ago,Electrical load 15 hour ago,Electrical load 16 hour ago,Electrical load 17 hour ago,Electrical load 18 hour ago,Electrical load 19 hour ago,Electrical load 20 hour ago,Electrical load 21 hour ago,Electrical load 22 hour ago,Electrical load 23 hour ago,Electrical load 24 hour ago,Electrical load
10,31,20,1,13,11,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,354.4,356.4,358,368.9,380.2,391.9,434.9
10,31,21,1,11.9,10.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,354.4,356.4,358,368.9,380.2,410.5
10,31,22,1,11.2,10,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,354.4,356.4,358,368.9,389.5
10,31,23,1,10.4,9.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,354.4,356.4,358,366.6
11,1,0,2,8.8,8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,354.4,356.4,367.8
11,1,1,2,8.7,8.2,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,354.4,354.7
11,1,2,2,7.5,7.2,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,359,358
11,1,3,2,7.6,7.4,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,353.1,352.6
11,1,4,2,7.1,6.8,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,352.5,360
11,1,5,2,7.1,7,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,364.7,368.2
11,1,6,2,7.4,7.4,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,385.3,389.3
11,1,7,2,6.5,6.4,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,411.3,417.3
11,1,8,2,7,6.8,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,440.3,455.7
11,1,9,2,8.4,8.4,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,473.1,481.6
11,1,10,2,9.9,9.6,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,515.7,512
11,1,11,2,10.6,9.6,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,540,535.3
11,1,12,2,11.2,9.8,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,548.9,545.1
11,1,13,2,12.5,10.8,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,556.3,544
11,1,14,2,12.6,10.5,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,556.4,538.2
11,1,15,2,11.8,10.5,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,561.1,534.1
11,1,16,2,11.5,10.1,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,545,528.4
11,1,17,2,11.3,8.9,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,520.5,495.2
11,1,18,2,10.7,8.1,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,487.5,458.6
11,1,19,2,10.2,6.5,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,462.6,435
11,1,20,2,9.9,5.9,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,434.9,415
11,1,21,2,9.6,5.7,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,410.5,393.2
11,1,22,2,9.3,4.7,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,389.5,390.3
11,1,23,2,8.3,4.3,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,366.6,379.7
11,2,0,3,6.5,4,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,367.8,360.5
11,2,1,3,5.3,3.5,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,354.7,369.1
11,2,2,3,5.1,3.7,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,358,367.6
11,2,3,3,4.7,3.7,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,352.6,368.1
11,2,4,3,4.1,3.6,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,360,370.1
11,2,5,3,4.6,4.3,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,368.2,383.9
11,2,6,3,3.5,3.1,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,389.3,390.3
11,2,7,3,3.6,3.4,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,417.3,410.6
11,2,8,3,4.7,3.8,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,455.7,433.1
11,2,9,3,6.1,4,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,481.6,461.2
11,2,10,3,7.5,4.2,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,512,509.8
11,2,11,3,8.5,2.4,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,535.3,533.6
11,2,12,3,9.9,1.6,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,545.1,543
11,2,13,3,10.5,1.6,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,544,538.5
11,2,14,3,11,1.5,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,538.2,540.8
11,2,15,3,10.7,1.3,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,534.1,534
11,2,16,3,9.8,1.3,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,528.4,527.2
11,2,17,3,8.5,1.7,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,495.2,507.1
11,2,18,3,7.8,1.8,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,458.6,481.4
11,2,19,3,6.7,1.9,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,435,457
11,2,20,3,5.9,1.8,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,415,422.7
11,2,21,3,5.6,2.4,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,393.2,402
11,2,22,3,4.6,1.7,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,390.3,387.6
11,2,23,3,3.7,1.7,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,379.7,365.5
11,3,0,4,3,1.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,360.5,363.7
11,3,1,4,2.6,1.7,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,369.1,349.3
11,3,2,4,2.2,1.3,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,367.6,354.5
11,3,3,4,2,1.4,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,368.1,352.5
11,3,4,4,2.3,1.7,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,370.1,354.5
11,3,5,4,2,1.3,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,383.9,363.7
11,3,6,4,2,1.4,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,390.3,384.7
11,3,7,4,2.3,2,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,410.6,413.7
11,3,8,4,2.9,2.2,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,433.1,439.5
11,3,9,4,3.8,2.6,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,461.2,480.2
11,3,10,4,7,4,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,509.8,517.2
11,3,11,4,9,3.6,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,533.6,535.8
11,3,12,4,10.4,3.5,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,543,540.9
11,3,13,4,11.3,3.6,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,538.5,554.1
11,3,14,4,11.7,3.9,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,540.8,548.5
11,3,15,4,10.8,4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,534,538.4
11,3,16,4,11,4,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,527.2,527.7
11,3,17,4,10.3,4.3,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,507.1,497.5
11,3,18,4,10,4.8,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,481.4,475.1
11,3,19,4,9.5,5.3,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,457,448.6
11,3,20,4,9.7,5.6,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,422.7,429.5
11,3,21,4,8.3,6.3,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,402,407.1
11,3,22,4,8.3,5.3,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,387.6,392.5
11,3,23,4,8,4.5,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,365.5,379.4
11,4,0,5,7.8,4.6,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,363.7,361.9
11,4,1,5,7.4,4.7,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,349.3,368.9
11,4,2,5,7.5,5,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,354.5,365.1
11,4,3,5,7.5,5.2,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,352.5,367.9
11,4,4,5,7.5,5.4,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,354.5,364.8
11,4,5,5,7.7,5.4,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,363.7,380.8
11,4,6,5,7.7,5.5,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,384.7,391.8
11,4,7,5,8,5.7,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,413.7,424.3
11,4,8,5,8.6,6.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,439.5,446.1
11,4,9,5,9.2,6.5,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,480.2,470.7
11,4,10,5,10,6.8,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,517.2,500.6
11,4,11,5,10.6,7.7,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,535.8,522.3
11,4,12,5,11,7.4,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,540.9,542.1
11,4,13,5,10.1,8.3,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,554.1,535.7
11,4,14,5,9.6,8.6,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,548.5,539.4
11,4,15,5,9.4,8.5,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,538.4,536.7
11,4,16,5,9.2,7.9,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,527.7,512.5
11,4,17,5,9.2,7.8,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,497.5,489.1
11,4,18,5,8.9,8.4,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,475.1,453.2
11,4,19,5,8,7.2,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,448.6,441.1
11,4,20,5,6.9,6.1,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,429.5,409.4
11,4,21,5,6.1,5.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,407.1,396.2
11,4,22,5,5.3,4.7,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,392.5,379.9
11,4,23,5,5.2,4.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,379.4,373.7
11,5,0,6,4.6,3.8,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,361.9,352
11,5,1,6,3.7,3.3,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,368.9,360.5
11,5,2,6,2.8,2.6,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,365.1,358.8
11,5,3,6,2.6,2.3,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,367.9,358.7
11,5,4,6,2.7,2.6,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,364.8,362.2
11,5,5,6,3.6,3.3,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,380.8,357.5
11,5,6,6,3.5,3.2,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,391.8,365
11,5,7,6,3.9,2.9,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,424.3,373.2
11,5,8,6,4.3,3.4,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,446.1,391
11,5,9,6,5.4,4.2,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,470.7,399.5
11,5,10,6,6.9,5.1,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,500.6,411.4
11,5,11,6,7.6,5,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,522.3,413.6
11,5,12,6,8.4,4.3,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,542.1,412.1
11,5,13,6,8.9,3.3,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,535.7,410.5
11,5,14,6,8.9,1.9,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,539.4,408.6
11,5,15,6,8.6,1.7,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,536.7,404.6
11,5,16,6,7.7,1.3,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,512.5,406.2
11,5,17,6,7.1,1.6,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,489.1,393.5
11,5,18,6,6.9,1.6,393.5,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,453.2,393.3
11,5,19,6,5.5,1.1,393.3,393.5,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,441.1,377.1
11,5,20,6,4.8,0.9,377.1,393.3,393.5,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,409.4,370.4
11,5,21,6,4.8,0.6,370.4,377.1,393.3,393.5,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,396.2,357.1
11,5,22,6,4.3,0.1,357.1,370.4,377.1,393.3,393.5,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,379.9,353.7
11,5,23,6,3.8,-0.4,353.7,357.1,370.4,377.1,393.3,393.5,406.2,404.6,408.6,410.5,412.1,413.6,411.4,399.5,391,373.2,365,357.5,362.2,358.7,358.8,360.5,352,373.7,351.8
